79cd12f2cd572b33a5775db261fe50ebd02c59e4|2026-09-03|zoomote[bot]|8|3|package.json;pnpm-lock.yaml;workflows;|.gitignore package.json pnpm-lock.yaml |[Chore] Require changed-code mutation tests before review (#1479)
b2f63d366f6acd37f7b9226816fdbcda2de05d9b|2026-09-03|zoomote[bot]|3|0|workflows;||[Fix] Mutation gate fails for stale and current pull requests (#1499)
d033a14c26b2d31e9e638a22504f180940a2e43e|2026-09-03|zoomote[bot]|38|27|i18n;|packages/types/src/provider-settings/index.ts packages/types/src/provider-settings.ts packages/types/src/__tests__/provider-settings.test.ts src/api/providers/__tests__/openai.spec.ts src/core/config/__tests__/ProviderSettingsManager.spec.ts webview-ui/src/components/settings/providers/OpenAICompatible.tsx webview-ui/src/components/settings/__tests__/ApiOptions.spec.tsx webview-ui/src/i18n/locales/ca/settings.json webview-ui/src/i18n/locales/de/settings.json webview-ui/src/i18n/locales/en/settings.json webview-ui/src/i18n/locales/es/settings.json webview-ui/src/i18n/locales/fr/settings.json webview-ui/src/i18n/locales/hi/settings.json webview-ui/src/i18n/locales/id/settings.json webview-ui/src/i18n/locales/it/settings.json webview-ui/src/i18n/locales/ja/settings.json webview-ui/src/i18n/locales/ko/settings.json webview-ui/src/i18n/locales/nl/settings.json webview-ui/src/i18n/locales/pl/settings.json webview-ui/src/i18n/locales/pt-BR/settings.json webview-ui/src/i18n/locales/ru/settings.json webview-ui/src/i18n/locales/tr/settings.json webview-ui/src/i18n/locales/vi/settings.json webview-ui/src/i18n/locales/zh-CN/settings.json webview-ui/src/i18n/locales/zh-TW/settings.json webview-ui/src/utils/__tests__/validate.spec.ts webview-ui/src/utils/validate.ts |[Feat] Add custom request fields for OpenAI-compatible providers (#1350)
ca8a22f1204c8dcfcc4751ebe82bb5b7318ef53f|2026-09-04|zoomote[bot]|4|2|workflows;|CONTRIBUTING.md .github/workflows/label-pr-review-state.yml |[Fix] Fork PR review state stays stale after automated review (#1510)
dee40cc3ddfd26372341808091611c673b2bf892|2026-09-04|zoomote[bot]|2|1|workflows;|.github/workflows/label-pr-review-state.yml |[Fix] PR review labels stay stale after automated reviews or base conflicts (#1509)
0b2b2281f1d0feaf721e1d2d786a9e3e87fd04e5|2026-09-04|zoomote[bot]|5|1||webview-ui/src/components/settings/ApiConfigManager.tsx |[Fix] Provider profile actions are cut off in settings (#1515)
7bb14e44e1dd3782a0beb842628acfa888421ed4|2026-09-04|zoomote[bot]|2|0|||fix(opencode-go): send conversation session header (#1512)
0d937c050810ebc305b34368bf6d6ae8c1f89966|2026-09-04|Naved  Merchant|20|6||src/api/providers/anthropic.ts src/api/providers/bedrock.ts src/api/providers/__tests__/anthropic.spec.ts src/api/providers/__tests__/bedrock.spec.ts src/api/providers/__tests__/requesty.spec.ts src/api/providers/__tests__/vercel-ai-gateway.spec.ts |Add Claude Fable 5.1 support (#1508)
f424bbbe490f558d06c9c81e3c57e7e7bdeee6d5|2026-09-04|zoomote[bot]|26|8|eslint-suppressions.json;|src/api/providers/openai-codex.ts src/api/providers/openai-native.ts src/api/providers/__tests__/openai-codex.spec.ts src/api/providers/__tests__/openai-native.spec.ts src/api/providers/__tests__/vercel-ai-gateway.spec.ts src/eslint-suppressions.json webview-ui/src/components/settings/providers/LiteLLM.tsx webview-ui/src/components/settings/providers/__tests__/LiteLLM.spec.tsx |[Feat] Add verified GPT-6 Astra support across providers (#1506)
e12a42e7ab478c6ebe66f0dd9f4180f220605ab9|2026-09-05|eason liang|3|0|||feat(api): add throwIfAborted helper and completePrompt options regression tests (#1288)
49c3f5851f495bd89f082c5b962e930d9afc1fef|2026-09-05|zoomote[bot]|13|10|ClineProvider.ts;Task.ts;package.json;|package.json packages/types/src/task.ts src/core/task/Task.ts src/core/task/__tests__/grace-retry-errors.spec.ts src/core/task/__tests__/Task.dispose.test.ts src/core/task/__tests__/Task.spec.ts src/core/task/__tests__/Task.throttle.test.ts src/core/webview/ClineProvider.ts src/core/webview/__tests__/ClineProvider.flicker-free-cancel.spec.ts src/core/webview/__tests__/ClineProvider.spec.ts |[Fix] Unit tests report teardown errors after Task cleanup (#1527)
c4574ffef7dc90ad67e674594108549114c2ec93|2026-09-05|zoomote[bot]|7|2||src/api/index.ts webview-ui/src/components/ui/hooks/__tests__/useSelectedModel.spec.ts |feat(providers): add DeepSeek V4 Flash Vision Exp (#1488)
